起始组,终止组,r,d,k
1,13,0.947046597229544,0.08696799294909036,1.4161134514816969
1,12,0.9452440803972955,0.06934329793607003,1.572302559294669
2,13,0.9459783422008675,0.09929577817434299,1.3977226732753794
1,11,0.9563910278839,0.045856419556247974,1.8439467887005097
2,12,0.9437732255053476,0.07982630208494385,1.5524452168749965
3,13,0.9448062220869465,0.11471425075999109,1.3749677467190626
1,10,0.9963076672628334,0.013683314969021448,2.344444645147307
2,11,0.9548757406464773,0.053427031855985074,1.8242440141519132
3,12,0.9420617176743097,0.09311679181977944,1.5276329358451106
4,13,0.9442088743015459,0.13605631067961177,1.3437687555163282
