起始组,终止组,r,d,k
1,13,0.816214014606927,0.24830337627944393,1.4434558396281234
1,12,0.7905615780077074,0.22414020647358907,1.6575885625559097
2,13,0.8145219468923672,0.28350058607673045,1.390948104699618
1,11,0.8088826309890266,0.1830172096929275,2.133208378467193
2,12,0.7864477136405117,0.2580247026589065,1.5934031407136193
3,13,0.811847365397824,0.32429440201675686,1.3307436790983909
1,10,0.8484383300492013,0.12563981864489437,3.025794331749789
2,11,0.8041436639133679,0.21323222325423102,2.0545727838004546
3,12,0.7804423282970625,0.29758427863876,1.5195485773213848
4,13,0.8083664363159291,0.3736776699029127,1.2585525154457191
1,9,0.929366364740712,0.03411713167744124,4.98824430078258
2,10,0.8419829474796893,0.14965887770031838,2.926852569067907
3,11,0.7971178157651673,0.24867169122617266,1.9642084628903616
4,12,0.7720644814115705,0.3460609670637702,1.4301962158374208
5,13,0.8081866601624723,0.4385371156344736,1.1652944997834562
1,8,0.9502936285605741,-0.01936644165863058,6.669623915139824
2,9,0.9206250244569927,0.04326189192104413,4.912436630352712
3,10,0.8324802651224141,0.17793169600505948,2.813787287867609
4,11,0.7868352510236907,0.2925785536159602,1.854247714048212
5,12,0.7649686217895424,0.4112738719832108,1.3126355369010143
6,13,0.8263955982502076,0.5286734963648381,1.0393864287287948
1,7,0.9456903304260098,-0.00034864165588618934,5.685769728331178
2,8,0.9429712812759428,-0.027066037735849147,6.779245283018868
3,9,0.90780892646399,0.05241065292096214,4.839461626575029
4,10,0.8179615585227438,0.2134516129032259,2.675376344086021
5,11,0.7769100048269277,0.35381965121225023,1.7055827307528708
6,12,0.7760460344156676,0.5049109697933228,1.150278219395866
7,13,0.8787896679853823,0.6419204797867615,0.885080704871909
1,6,0.9722150744575581,0.018688372093023223,4.391627906976745
2,7,0.9331375778507707,-0.0005080113100847661,5.688595664467481
3,8,0.9368924889214443,-0.04630410958904102,7.041369863013696
4,9,0.8872731607130009,0.06119672131147563,4.771639344262293
5,10,0.8011458186076603,0.26708213256484137,2.475576368876081
6,11,0.787519086416668,0.44669681456200216,1.4922354948805465
7,12,0.8264911777698323,0.6264025137470544,0.946598586017282
8,13,0.9293953445665276,0.7482054794520547,0.743150684931507
1,5,0.9261007947255089,0.021924999999999986,4.085
2,6,0.9744244794828532,0.028975961538461506,4.149038461538462
3,7,0.9180309213649402,-0.009310975609756134,5.835975609756097
4,8,0.9443956720385056,-0.10130000000000006,7.764999999999999
5,9,0.8523400601169272,0.08507216494845354,4.597164948453608
6,10,0.8076083881790764,0.3588194726166329,2.160598377281947
7,11,0.8460023743933446,0.5715261865793781,1.2191080196399344
8,12,0.8794849680288148,0.7452987804878052,0.7526219512195117
9,13,0.9478930206845269,0.8399000000000001,0.6224999999999999
