起始组,终止组,r,d,k
1,13,0.29596390972353326,0.16649268929066285,0.5935429982568273
1,12,0.9720005934351372,0.07723850305304752,1.384508839465844
2,13,0.26627626501365576,0.19009316626558279,0.5583354463990968
1,11,0.9579349468866585,0.06882940009493327,1.4817667319839831
2,12,0.9743191583998482,0.08891506837453517,1.3623906038359017
3,13,0.23013577004117025,0.22032767109068002,0.5137146882182841
1,10,0.9286979949263718,0.057519011578547996,1.6577157204530273
2,11,0.9606134046415495,0.08019270992122854,1.4521933338532769
3,12,0.9784893931012458,0.10433983064387281,1.3335938067364814
4,13,0.18459441777294106,0.26176310679611653,0.4531421006178286
1,9,0.8880643634291542,0.03470398094589991,2.146920721333788
2,10,0.9300105077124954,0.06851514760306393,1.6124193131939069
3,11,0.966188401097643,0.09562129917534132,1.4128531837231313
4,12,0.9876982137833008,0.1267477224947443,1.2922915206727397
5,13,0.13618547272183856,0.3067753139887398,0.3884213945430921
